GEOID,nw_d,moe_nw_d,cv_nw_d,cat_nw_d
34015502002,0.09620071684587814,0.05929742977536088,0.37470687281890397,Medium
34015501608,0.25070688030160226,0.10060643986507639,0.2439459576681355,Medium
34015501406,0.47010698552548774,0.19529421689732096,0.25253802293253497,Medium
34015501213,0.20526532291238173,0.10240811649758515,0.3032863675139087,Medium
34015501212,0.2588449531737773,0.11254614721841052,0.26431695859697885,Medium
34015501107,0.11307339449541284,0.046099209092906934,0.2478375699243195,Medium
34015501204,0.06741573033707865,0.06258927693925108,0.5643815245788598,Low
34015501209,0.25533351336753984,0.12646468555026583,0.3010894546669695,Medium
34015501404,0.28376125375125044,0.09387710331305395,0.20111324980505593,Medium
34015501603,0.1704781704781705,0.08352518796562537,0.29783983550645565,Medium
34015501605,0.26027996500437445,0.11475662671368517,0.2680224246302616,Medium
34015501606,0.28056872037914693,0.130224042095186,0.2821538741691063,Medium
34015501702,0.0831013916500994,0.07390788342614045,0.5406504466681498,Low
34015501703,0.18825519574673755,0.12110687907167972,0.39107129442595384,Medium
34015501800,0.11869618696186962,0.0240249582702211,0.12304386710357815,Medium
34015500203,0.0877665544332211,0.020489806430177577,0.1419197718365987,Medium
34015500204,0.2906711307259169,0.12429340262957435,0.2599442857712354,Medium
34015500600,0.18468992248062016,0.08495579188400618,0.2796300826514713,Medium
34021000500,0.8639598158225199,0.3419325095473241,0.2405918702753697,Medium
34021000700,0.8286594761171032,0.3422885331732549,0.25110210124264276,Medium
34021000900,0.885485651214128,0.3639370079528658,0.24984967560294152,Medium
34021001800,0.5979294316501162,0.2259998787326088,0.22976949660958623,Medium
34021002602,0.48754285714285717,0.20598895924098076,0.2568415268189105,Medium
34021002902,0.48653270628473705,0.1936511130776811,0.24195915272284663,Medium
34021003001,0.07572882525444195,0.07000179252377418,0.5619297675157258,Low
34021001000,0.9058862653807782,0.3965929100352831,0.2661370683368585,Medium
34021001200,0.8016732283464567,0.3055191931994799,0.23167288958349638,Medium
34021002400,0.8542168674698796,0.3377473139557973,0.24035759992738756,Medium
34021002500,0.44155244109040503,0.17080764617904243,0.23515765219366006,Medium
34021002903,0.2186195826645265,0.12047492784803678,0.33499761234965075,Medium
34021002904,0.20488179896213723,0.09016663014233652,0.2675325060479917,Medium
34021003009,0.2894636744009129,0.11640433242318331,0.2444607678590791,Medium
34021003302,0.5850397494579619,0.23390253961227872,0.2430433040097097,Medium
34021003400,0.7697160883280757,0.30123180589515414,0.23790543243002607,Medium
34021003602,0.4180145008365867,0.19408273590974864,0.28224720876627324,Medium
34021004307,0.41515098004591205,0.1594731204488105,0.23351539760009357,Medium
34021003301,0.16741621935296677,0.051674506672290496,0.18763459171592842,Medium
34021003703,0.31554686408716304,0.12726455407155213,0.24517584981875715,Medium
34021003706,0.30276020701552614,0.10895229178552132,0.21876189369498245,Medium
34021003902,0.09919028340080972,0.047170495073348334,0.28909155221430527,Medium
34021004301,0.6468249460411224,0.25318459058201853,0.23794939598270765,Medium
34021004406,0.5228648987262476,0.2242038178083882,0.26066793640433567,Medium
34021003800,0.21066387872451647,0.10087628430908187,0.29109389590725127,Medium
34021000600,0.8551693404634582,0.35998025573122133,0.25589432624985486,Medium
34021002200,0.9596256193797027,0.3677427539991293,0.2329573342193502,Medium
34021002701,0.5431671283471837,0.20982880522812145,0.23483656878516906,Medium
34021003006,0.16795201371036847,0.08587902651767601,0.31083935223040726,Medium
34021003100,0.4439931594698589,0.19196222313183628,0.2628291857149384,Medium
34021003201,0.3531073446327684,0.14055282361482999,0.24197300697702037,Medium
34021003202,0.31810911675848585,0.13513159132574878,0.2582348625053025,Medium
34021003500,0.5117900044490583,0.19924123969693452,0.23665818713864348,Medium
34021001300,0.7596004439511653,0.30013823529158795,0.24019845661429154,Medium
34021003002,0.19810971089696072,0.09248672526414171,0.28379695794172244,Medium
34021003705,0.32072421597154865,0.13577021377424606,0.2573397337997249,Medium
34021004201,0.2965481842679328,0.12010282918156284,0.2462022776786899,Medium
34021004203,0.3877306494128924,0.16390696588076653,0.25698121385944545,Medium
34015500702,0.07398373983739838,0.07548153223816591,0.6202096573228502,Low
34015501101,0.38659554730983303,0.1466885261901414,0.23066058822225452,Medium
34015501206,0.20408712019360042,0.06116272628333155,0.18218194556724376,Medium
34015501210,0.042773273693038856,0.07911780788059619,1.1244388771237563,Low
34015501301,0.10960834037757115,0.12809589424478723,0.7104372190790037,Low
34015501303,0.1321861556511537,0.057416544061293776,0.2640493932927972,Medium
34015501900,0.1916080523890371,0.08569645363449813,0.27188371231198166,Medium
34015500300,0.08839226150767178,0.06506432699287525,0.4474688359801342,Low
34015500900,0.09242021276595745,0.04622459885494306,0.3040466933932534,Medium
34015501205,0.17958889289578076,0.1008976445239732,0.3415353429096052,Medium
34015500202,0.15054969710567648,0.05107212830150182,0.2062235069372425,Medium
34015501002,0.6027332704995287,0.2576432014860753,0.25985293105292256,Medium
34015502300,0.3572249904177846,0.1414739749666753,0.24075139953823904,Medium
34015500400,0.29346733668341707,0.15308400638568054,0.3171057716487325,Medium
34015500800,0.08572731418148655,0.0484008457957293,0.34321624144743695,Medium
34015501001,0.2765957446808511,0.1023521853486828,0.22494985790919295,Medium
34015501003,0.33478735005452565,0.15702668382953944,0.2851271131979994,Medium
34015501102,0.3378674857393594,0.13817458431339252,0.24860843772961871,Medium
34015501202,0.10071942446043165,0.039245932397707524,0.23687297452372322,Medium
34015501203,0.03769968051118211,0.09558348916477899,1.5412720678262748,Low
34015501208,0.107,0.06771065226203334,0.3846868293158727,Medium
34015502200,0.2363621426224121,0.09421509981502267,0.2423129874919218,Medium
34015502400,0.232429718875502,0.10237741506099766,0.26776055564871276,Medium
34015501604,0.22739504843918193,0.11084946896806229,0.2963375670835557,Medium
34015502100,0.08181818181818182,0.04927825193922156,0.3661335841482182,Medium
34015500701,0.08977685521536066,0.03582263518362438,0.24256449917895945,Medium
34015501402,0.3979591836734694,0.15486204299914735,0.2365595855960789,Medium
34015501500,0.2861356932153392,0.15536350418136893,0.33007381266245145,Medium
34015501701,0.15317651416929062,0.06880731908283058,0.27307161103648686,Medium
34015501704,0.25115970841616964,0.11957284253238701,0.2894120977157485,Medium
34015500205,0.08469150174621654,0.0848306982488999,0.6089018669157188,Low
34015500100,0.1607861709685058,0.09026034763434619,0.3412576585984609,Medium
34015501106,0.43438453713123093,0.18341916377508774,0.2566873400922692,Medium
34015501105,0.2366412213740458,0.08491223111033316,0.2181292729768339,Medium
34015501403,0.2706971677559913,0.10979119092750654,0.24655730925724806,Medium
34021001500,0.9216949152542373,0.3912045955042495,0.2580185046436785,Medium
34021001700,0.9738372093023255,0.37963490244516496,0.23698118484986028,Medium
34021002000,0.8410295230885693,0.3389887729643342,0.24502374381954725,Medium
34021002800,0.8366693354683747,0.3309153516530474,0.2404347081715834,Medium
34021003008,0.20416979714500375,0.07702960260970441,0.22935079919024579,Medium
34021004304,0.5284673335803384,0.20986864653549755,0.24141458938122548,Medium
34021004405,0.5543998087039694,0.21434376621590326,0.23502923303307213,Medium
34021004404,0.5682130112544607,0.21773347101199034,0.23294217138648243,Medium
34021002702,0.3801364429636681,0.1686353356995866,0.2696765432038439,Medium
34021004407,0.4483139856274185,0.19653753207272362,0.26650005848126035,Medium
34021003704,0.2665237584851733,0.11553129269102727,0.26351042499587285,Medium
34021000200,0.8245787908820614,0.3336648931109378,0.2459871676620121,Medium
34021003004,0.23822188449848025,0.10907490742503001,0.27834107157902394,Medium
34021002100,0.9053038000406421,0.34992546111838274,0.23497155877089865,Medium
34021003007,0.07670043415340087,0.06474566080203238,0.5131530838355723,Low
34021004000,0.3214419827262486,0.1368304263174148,0.25877015118262336,Medium
34015501201,0.14470365699873897,0.05993937651397528,0.25180642774675965,Medium
34005702913,0.3514309764309764,0.18830252450720775,0.32572433120079036,Medium
34005702210,0.4597751818382191,0.19785734566459048,0.2616018141730066,Medium
34005702209,0.3431860609831985,0.17325051817851964,0.30688735910945397,Medium
34005704802,0.6170290517083866,0.2433768824823899,0.2397771583429331,Medium
34005704302,0.3035143769968051,0.11734497581610483,0.2350278510986454,Medium
34005702915,0.3671691003297221,0.1430164600370847,0.23678489613888634,Medium
34005704801,0.453971119133574,0.21947967687664616,0.2939004054449279,Medium
34005704600,0.574750830564784,0.2355876072553708,0.24917641401994697,Medium
34005704500,0.3436224489795918,0.1476474947250404,0.26120329509555557,Medium
34005704200,0.3297499415751344,0.1479418603758303,0.2727347310421063,Medium
34007607507,0.4849714180342984,0.1992551797602513,0.24976269600005613,Medium
34007610600,0.4895498392282958,0.18206509959088293,0.2260809078523848,Medium
34007610400,0.8791230112533954,0.3500967879329069,0.24208761728641423,Medium
34007610300,0.7709054923305294,0.30907590741047314,0.2437238954456326,Medium
34007608304,0.24322650565102957,0.10573526655643399,0.26426707736075294,Medium
34007607506,0.5933333333333334,0.23889776851557723,0.24476394438261384,Medium
34007611200,0.1392462198149402,0.06063247008729379,0.26470122118181294,Medium
34007611100,0.30188106796116504,0.16626168421164475,0.33480381308462137,Medium
34007611000,0.33116160813602413,0.16141917463528707,0.2963119981972538,Medium
34007610900,0.04670081349804158,0.0757051959640992,0.9854516929300726,Low
34007610500,0.8751586965721541,0.3379192415798005,0.23472546426163,Medium
34007608303,0.12508567511994517,0.12535219878629467,0.6091980115058631,Low
34007608211,0.5315947843530592,0.20759602610205324,0.2373954671374056,Medium
34007608210,0.46895130121102807,0.21881067932580864,0.2836448266353129,Medium
34005704700,0.12489862124898621,0.04779001223540538,0.23260208063101426,Medium
34005982111,0.4114737883283877,0.15965641255695692,0.2358730317615786,Medium
34005981802,0.7855002995805872,0.3458284809508675,0.26763844611853305,Medium
34005700408,0.5740181268882175,0.24434761297904786,0.2587715882132934,Medium
34005700407,0.5595796584725089,0.2256807288775554,0.24516962039480913,Medium
34005703104,0.2808785009067096,0.1181772337810618,0.255769891482563,Medium
34005703103,0.39670120532882214,0.16075901852254929,0.24634623190813268,Medium
34005702918,0.37769994162288384,0.14843005320946634,0.23889607977696062,Medium
34005702917,0.23014586709886548,0.09138282128848099,0.2413767744124011,Medium
34005702914,0.20750757752389834,0.0719427579833135,0.21075952938112194,Medium
34021004502,0.20016142050040356,0.05834143547746024,0.17718658338212873,Medium
34021001101,0.9727272727272728,0.4051161896149619,0.25317604100585633,Medium
34021004310,0.2993373369227583,0.12215284813935699,0.24807146112816525,Medium
34021004309,0.14211550940947437,0.05333608300123868,0.22814646265814162,Medium
34021003904,0.26823408271837995,0.1112396940981101,0.2521041086950656,Medium
34021004501,0.344483123959437,0.13239391100048145,0.23363298539542546,Medium
34021003905,0.09195859872611464,0.07011744831767103,0.46351933623860747,Low
34021001102,0.9720022624434389,0.37808852813273225,0.23646143575719286,Medium
34007610800,0.6913746630727763,0.2785205242836012,0.24489382915732838,Medium
34007611700,0.1054498548855208,0.03205833086148462,0.1848115111150717,Medium
34007611600,0.3514360313315927,0.15066157295998728,0.2606095396635088,Medium
34007611500,0.18678340629560142,0.0777724648021532,0.2531172069419839,Medium
34007611400,0.1903755868544601,0.07601710821483129,0.24273599780763835,Medium
34007611300,0.13262964662689308,0.032533751382641085,0.14911716171006809,Medium
34021000800,0.9279112754158965,0.3704223138036256,0.24267485894447918,Medium
34021001600,0.9614740368509213,0.4027526600130212,0.25464488316170175,Medium
34021001900,0.982532751091703,0.3892581614888361,0.24083787634162368,Medium
34021002601,0.787502769776202,0.31644839441074984,0.244278308609968,Medium
34021003903,0.09340023157082207,0.05945190413834457,0.3869473828090402,Medium
34021004204,0.3415114613180516,0.13835224809870073,0.2462719985027629,Medium
34021004306,0.5468040516940272,0.20570154519841907,0.2286861841058282,Medium
34021004403,0.4888728062239913,0.19900613274842072,0.24745981153227065,Medium
34021003601,0.7136708860759494,0.2939314695928914,0.2503699505185548,Medium
34021001401,0.9783539486203615,0.3684531107541618,0.2289392854904416,Medium
34021001402,1,0.39979808177688037,0.2430383475847297,Medium
34021003003,0.14864228535551718,0.055301625069519,0.2261671978494915,Medium
34021000100,0.8115066751430388,0.322309957398633,0.2414436144558698,Medium
34021000300,0.7524316813339509,0.2942812248564603,0.2377549564336739,Medium
34021000400,0.8879166666666667,0.34412486850932655,0.23560144413909698,Medium
34015500500,0.06829870397037646,0.03985058399708227,0.3546960281426318,Medium
34015501103,0.19887278582930756,0.08068956749115487,0.24664716494349054,Medium
34015501302,0.08237410071942446,0.07434952923851647,0.5486831639693548,Low
34015501104,0.2698315467075038,0.1257460994669158,0.2832930351731282,Medium
34015500201,0.09427748044462742,0.02002175871984358,0.12910062762771946,Medium
34015500703,0.0902555910543131,0.10024109332380837,0.6751585595470752,Low
34007601102,0.9691659646166807,0.3757246917708638,0.23567074813254613,Medium
34007602000,0.887066541705717,0.3379811267036988,0.2316169552472774,Medium
34007602602,0.8295225285810356,0.33178871764113915,0.2431462222343439,Medium
34007602902,0.5156069364161849,0.20276176700376083,0.2390569717424089,Medium
34007603001,0.4314088983050847,0.18137292997897808,0.25557446942876966,Medium
34007605602,0.08870692596383487,0.012716974787473523,0.08714859271004184,High
34007603507,0.3071800810654314,0.12527280242942734,0.24791216612832537,Medium
34007603902,0.10192444761225944,0.09581252433266381,0.5714497062032747,Low
34007604100,0.8850847457627119,0.31796494678884296,0.21838785708513705,Medium
34007607200,0.37141020145735104,0.17454948848195087,0.2856925068908328,Medium
34007607505,0.2730125523012552,0.10191992076036131,0.2269397436721178,Medium
34007608001,0.3227022325311685,0.14864333575479355,0.28001259774277626,Medium
34007608401,0.22359940505701537,0.07287412019204628,0.1981238590735311,Medium
34007608504,0.5691536419935123,0.23877784828849077,0.25503431139936444,Medium
34007608600,0.4234745590918305,0.17128383516533452,0.24587997016375987,Medium
34007609103,0.36409490005604334,0.1692038312696883,0.28250731301271836,Medium
34007609201,0.495512082853855,0.19666451581957653,0.24127140647348932,Medium
34007606000,0.03959390862944162,0.06470053383414041,0.9933758214734364,Low
34007609203,0.5567249000210482,0.22647489745118823,0.247293968154767,Medium
34005700401,0.101,0.07889001419856635,0.4748262914837422,Low
34005704006,0.2897701667417756,0.13131057001943985,0.2754736818514439,Medium
34005700304,0.118562874251497,0.03839278705433454,0.1968498184911077,Medium
34005701203,0.34664694280078895,0.1342156642177663,0.2353693610394272,Medium
34005700305,0.1221710778672804,0.05529169819146497,0.2751221907118745,Medium
34005700602,0.20367585630743526,0.08141261241293438,0.2429887896010294,Medium
34005700900,0.41785714285714287,0.20544635867908054,0.29888540997138463,Medium
34005702908,0.16333894635554486,0.06903274794033912,0.25692094416336353,Medium
34005702101,0.4719562243502052,0.21370344055059023,0.2752604996123192,Medium
34005702400,0.185949177877429,0.10872550214634337,0.35544405699774095,Medium
34005703700,0.08253477588871716,0.075222244125602,0.5540429169002026,Low
34005704005,0.1264720942140297,0.04784680634876305,0.22998120374373146,Medium
34005701103,0.5081638940234134,0.20889861248657107,0.24989976556639512,Medium
34005701302,0.12756434166355837,0.0755476810818103,0.36001943330015357,Medium
34005701402,0.12686567164179105,0.024420321212088415,0.1170149487723886,High
34005702204,0.5002119542178889,0.23103865090044615,0.2807790312060958,Medium
34005702207,0.42171799027552676,0.22543576625283868,0.3249636538131796,Medium
34005700501,0.1628162816281628,0.07221506203558692,0.2696274188382014,Medium
34007603501,0.3681229773462783,0.15311314647423804,0.25284458270771665,Medium
34007601200,0.9461409395973155,0.3668780817040826,0.2357219523559419,Medium
34007600200,0.973030142781597,0.380200832269548,0.2375313115573263,Medium
34007600400,0.9596216806111313,0.39643481398460384,0.2511341841921498,Medium
34007605900,0.08360477741585233,0.06390491895799078,0.46466214313590576,Low
34007606200,0.0833112933086485,0.04996251726543991,0.36456463121653554,Medium
34007606700,0.10409002380437135,0.07274048395963789,0.42481630389763814,Low
34007607401,0.36951833213515456,0.16632826169926543,0.273630281626528,Medium
34007607502,0.2836059743954481,0.11575593284962085,0.24812011942573872,Medium
34007602901,0.41278816876903,0.1604577153021331,0.23630203444329753,Medium
34007604700,0.038980509745127435,0.05887549369710057,0.9181658708432565,Low
34007605300,0.1719840478564307,0.0671739230070972,0.23743604167611465,Medium
34007606400,0.1028533510285335,0.06393347973994218,0.377871375499923,Medium
34007606600,0.05570776255707763,0.09297142408058601,1.0145369412351555,Low
34007607000,0.19690860215053763,0.0849403450796621,0.262230636801015,Medium
34007607100,0.13691275167785236,0.05593119092169533,0.24833862111367197,Medium
34007604300,0.09751633986928104,0.10638016414191087,0.6631585319765136,Low
34007607402,0.47703984819734346,0.18736051684223684,0.2387577707714823,Medium
34007603901,0.06469276008923139,0.07378921972146411,0.6933800391545379,Low
34007605200,0.1934229137199434,0.07512858883831867,0.23611925699701072,Medium
34007605700,0.06866453302298516,0.04498156972549708,0.3982320723984686,Medium
34007605800,0.06006435466571326,0.06513396815370723,0.6592115679762597,Low
34007607701,0.8059835184521676,0.32825917924987397,0.24758527745413153,Medium
34007608403,0.4624539529611788,0.20426080170758473,0.26850392202532425,Medium
34007608202,0.23341263547449115,0.0932697821691481,0.2429129666038252,Medium
34007608205,0.07782672540381791,0.06960651752069334,0.5436948836565025,Low
34007608402,0.24634023220595658,0.10704394619341526,0.2641562327584279,Medium
34007608700,0.16749868628481346,0.0965059627077569,0.3502489483909389,Medium
34007608800,0.2308820832569228,0.09715326048709785,0.255800415457892,Medium
34007608903,0.08325819056206793,0.11972158287672317,0.8741371538978372,Low
34005700800,0.24095047745947146,0.11152905496022358,0.28138071490812083,Medium
34005701204,0.7953795379537953,0.3297673191356849,0.25203873853400227,Medium
34005701205,0.364403205398566,0.15138862695388514,0.2525487127854199,Medium
34005701401,0.31853461657870225,0.15468466311014814,0.29520568553641025,Medium
34005702803,0.8676085818942961,0.3425842345962683,0.24003669133480804,Medium
34005702807,0.9017094017094017,0.36743008180785824,0.24770924139800005,Medium
34005702808,0.8228623965675759,0.32856424975540816,0.24273208627280835,Medium
34005702802,0.8595769682726204,0.330903268960185,0.23401860430444787,Medium
34005702810,0.9085760517799353,0.35909850979128055,0.24026273421010413,Medium
34005703202,0.09855862874951304,0.02607004608878902,0.16079822268924016,Medium
34005703600,0.07601156069364162,0.053703470757791014,0.4294937044436001,Low
34005704008,0.1512667660208644,0.07137254758831157,0.28682815177658566,Medium
34005700503,0.2200751476113795,0.08674264523102355,0.23960493448794853,Medium
34005701001,0.4844844844844845,0.19721054607302801,0.2474482347295272,Medium
34005700200,0.10293040293040293,0.06295626977458091,0.37181714563620133,Medium
34005700504,0.07266775777414075,0.06739580869274901,0.5638002014193932,Low
34005700703,0.3230839834786599,0.1380277965172522,0.2597079378031678,Medium
34005701002,0.46976866456361727,0.18980762183868682,0.2456199854315496,Medium
34005701105,0.5430507354156338,0.2274244719425677,0.2545838714717642,Medium
34005701201,0.5252324037184595,0.3088416190924315,0.3574525558069328,Medium
34005702206,0.272238514173998,0.23673102827804096,0.5286152847231662,Low
34005702300,0.4586518415566366,0.20625108773253176,0.2733677030921186,Medium
34005702500,0.39363651507579545,0.16573934676472027,0.2559554269734948,Medium
34005702804,0.8478260869565217,0.3278577928623921,0.23507845797942536,Medium
34005702805,0.8236177132849637,0.3438995578527866,0.2538282975284263,Medium
34005702905,0.18809980806142035,0.06531111074000831,0.21107306429839542,Medium
34005702906,0.1360078277886497,0.024088043745233847,0.10766430083588371,High
34005703000,0.2045043564030906,0.09250828960907327,0.2749870139915327,Medium
34005703203,0.0972047343238479,0.048897040189147284,0.3057942053815202,Medium
34005703804,0.10245111539520793,0.04995236040748894,0.2963967392874993,Medium
34007601600,0.970961145194274,0.38198422618502453,0.2391540147500621,Medium
34007600800,0.97,0.37174629324284103,0.232974833605641,Medium
34007601000,0.9509907729541673,0.356502483183693,0.22788742112492408,Medium
34007601300,0.9588516746411483,0.3712465905130513,0.23536676621598057,Medium
34007601700,0.994092039800995,0.3790416287041807,0.23178984817883883,Medium
34007603303,0.2968863142650253,0.141057874126435,0.2888293041272248,Medium
34007603503,0.17190913062472696,0.06206021498424568,0.2194564903062893,Medium
34007604200,0.2656626506024096,0.12527799520497843,0.2866674552037221,Medium
34007604600,0.17878486055776893,0.0953459175863679,0.32419436379918337,Medium
34007605400,0.04311008468052348,0.08208323163904072,1.1574697991653702,Low
34007607702,0.50600764609503,0.19878126658653608,0.23880997978793778,Medium
34007608206,0.17983055479639246,0.06509786141469984,0.22005808789311507,Medium
34007607801,0.7030654515327258,0.28591352386952246,0.24721398685660242,Medium
34007607802,0.3510445049954587,0.14630441040216868,0.25335491666351473,Medium
34007608209,0.29996929689898677,0.11103499336170206,0.2250179498552194,Medium
34007608503,0.4770034843205575,0.20314829300969545,0.25889622844435334,Medium
34007600700,0.9127979924717692,0.3585870323600198,0.23881082091180045,Medium
34007601900,0.9951083158630328,0.38818936486596617,0.2371413976312274,Medium
34007602503,0.7926737160120846,0.3355509115566835,0.2573345286153336,Medium
34007602601,0.5426125790844808,0.21037477472684393,0.23568823499361233,Medium
34007603002,0.8042543561891831,0.3190180679740932,0.24113261522656398,Medium
34007603301,0.42671009771986973,0.18662716569830146,0.26587410320136684,Medium
34007609000,0.6387370977534912,0.24687391051883228,0.2349563319105694,Medium
34007608901,0.20343218927024326,0.13525497703074907,0.40417335540829596,Low
34007607900,0.11006781429316641,0.004899508366735331,0.02705990446140575,High
34007607503,0.3400396281054717,0.12513058138791205,0.2237010525862,Medium
34007608302,0.26379159369527144,0.13053048400408684,0.3008050301709789,Medium
34005700307,0.07067008421823508,0.03900646037363391,0.3355328386550363,Medium
34007608404,0.337866976281307,0.14732721915124683,0.26507657105340476,Medium
34005703802,0.137451171875,0.0733257168716033,0.3242962811102994,Medium
34005700104,0.6102783725910065,0.2471411067895776,0.24617905800828183,Medium
34005700603,0.21500578416790614,0.10023986080682955,0.2834160291672413,Medium
34005700405,0.12116316639741519,0.11205304158126038,0.5621951995039528,Low
34005700502,0.07510058113544926,0.08691621173227548,0.7035445275911864,Low
34005700102,0.1665443873807777,0.07889299117989321,0.28796686522553844,Medium
34005700402,0.09990485252140818,0.08020783141346056,0.4880499685369637,Low
34005700505,0.2563976377952756,0.1195990491702075,0.2835618525443374,Medium
34005700702,0.29846032372680614,0.13665166775886367,0.2783315437458401,Medium
34005701102,0.5060347887823926,0.22297333146104473,0.2678592483310449,Medium
34005701301,0.2575523704520397,0.12599497718010885,0.29738686217668403,Medium
34005701700,0.22520661157024793,0.11429280542801859,0.30851185313940493,Medium
34005702603,0.42135697764070934,0.17532402293971447,0.2529445548798345,Medium
34005702811,0.9116117850953206,0.3495744386847856,0.23311157340612906,Medium
34005704012,0.1330249768732655,0.08039558722334879,0.3673948949209263,Medium
34005704014,0.22752247752247753,0.0845269186766396,0.22584206031734055,Medium
34005700303,0.25846153846153846,0.11216132919461935,0.2638039657566311,Medium
34005700403,0.11440953412784399,0.043504019220238034,0.2311539199380567,Medium
34005702907,0.12698412698412698,0.07400509339404412,0.35427970241829637,Medium
34005703102,0.18458117123795403,0.092345018613302507,0.3041306383206872,Medium
34005703801,0.08520693111843047,0.056501550496020396,0.40310625742761147,Low
34005703803,0.08838786911412609,0.04868160199984677,0.3348160706199538,Medium
34005700605,0.1575037147102526,0.0636192251241904,0.24554532608006044,Medium
34005701303,0.34923558666421073,0.13637403595171696,0.2373817350819743,Medium
34005702203,0.5876229034123771,0.2981378592107097,0.3084270867190706,Medium
34007609205,0.3254670599803343,0.1283040766462083,0.23964452556808388,Medium
34007600900,0.9214572983203217,0.3571232909053865,0.2356009615097009,Medium
42091200901,0.3648490521881582,0.1794716367343742,0.29903133438977947,Medium
42091200301,0.33584905660377357,0.16079816836082605,0.29105231799200104,Medium
42091200507,0.14759660697455232,0.051171399128169495,0.21075845949445407,Medium
42091201901,0.11147076674084563,0.04559286912465684,0.24863944757327522,Medium
42091200103,0.20929107186063392,0.08558074052315871,0.2485761375913804,Medium
42091208901,0.2626857303055789,0.13980568411007338,0.3235358758117849,Medium
42091204010,0.18147159740754862,0.09607047454528592,0.32182173473510883,Medium
42091206300,0.19957862478452404,0.08668693747455843,0.26404243683509593,Medium
42091207900,0.05906148867313916,0.016084740040215536,0.1655555538968764,Medium
